代码,名称,最新价,涨跌幅%,量比,换手率%,振幅%,成交量,成交额(万),ma5_dev%,vol_vs_ma5,score,score_pct,adaptive_score,final_score
002153,石基信息,9.76,1.77,0.0,0.0,0.0,42995417,42923.4,-0.42,1.25,30,28,,30.0
603890,春秋电子,19.3,4.27,0.0,0.0,0.0,43211531,84105.0,-4.44,0.61,30,28,,30.0
002818,富森美,11.06,1.28,0.0,0.0,0.0,2910545,3209.3,1.09,0.77,30,28,,30.0
002453,华软科技,4.99,1.84,0.0,0.0,0.0,14070005,7006.7,-0.12,1.21,30,28,,30.0
600234,科新发展,23.88,1.31,0.0,0.0,0.0,7206200,17323.3,1.17,0.66,30,28,,30.0
000811,冰轮环境,24.66,6.75,0.0,0.0,0.0,58349946,140932.3,4.5,0.98,30,28,,30.0
601890,亚星锚链,10.81,4.24,0.0,0.0,0.0,73898622,80950.1,-3.16,0.89,30,28,,30.0
600478,科力远,7.84,1.16,0.0,0.0,0.0,53269928,41404.9,0.83,0.98,30,28,,30.0
603393,新天然气,34.56,3.85,0.0,0.0,0.0,8969283,30298.1,-0.19,0.76,30,28,,30.0
601825,沪农商行,9.05,0.78,0.0,0.0,0.0,14630600,13178.2,-0.71,1.26,30,28,,30.0
601678,滨化股份,5.21,1.76,0.0,0.0,0.0,56567340,29197.3,-0.04,0.77,30,28,,30.0
605305,中际联合,48.18,6.01,0.0,0.0,0.0,12460388,59471.9,-1.86,0.66,30,28,,30.0
605303,园林股份,23.36,2.46,0.0,0.0,0.0,5793080,13365.8,0.38,0.58,29,27,,29.0
600470,六国化工,6.98,1.01,0.0,0.0,0.0,29663739,20733.4,-0.03,1.03,29,27,,29.0
002109,兴化股份,3.92,1.29,0.0,0.0,0.0,21033200,8168.8,-0.67,1.12,29,27,,29.0
002271,东方雨虹,15.42,2.46,0.0,0.0,0.0,42850763,65401.6,-1.69,1.01,29,27,,29.0
603669,灵康药业,4.36,2.11,0.0,0.0,0.0,13390400,5801.5,-1.07,1.1,29,27,,29.0
601117,中国化学,8.6,2.5,0.0,0.0,0.0,104655901,89402.2,-1.48,1.11,29,27,,29.0
000599,青岛双星,5.39,0.94,0.0,0.0,0.0,10444155,5599.3,0.23,1.0,29,27,,29.0
600776,东方通信,16.97,1.37,0.0,0.0,0.0,43129514,73005.1,-0.1,0.74,28,26,,28.0
600874,创业环保,6.25,1.13,0.0,0.0,0.0,10506974,6532.5,-0.26,0.95,28,26,,28.0
600012,皖通高速,16.12,1.0,0.0,0.0,0.0,2527153,4041.1,-0.16,0.84,28,26,,28.0
002204,大连重工,6.91,1.32,0.0,0.0,0.0,31264157,21562.6,-0.67,1.06,28,26,,28.0
000900,现代投资,4.14,0.98,0.0,0.0,0.0,10215410,4209.3,0.0,0.89,28,26,,28.0
600719,大连热电,7.54,0.94,0.0,0.0,0.0,19928400,15009.8,1.03,0.9,28,26,,28.0
000567,海德股份,5.47,0.92,0.0,0.0,0.0,9974138,5450.0,0.22,0.69,28,26,,28.0
601995,中金公司,34.32,0.85,0.0,0.0,0.0,18525432,63682.0,0.11,0.96,28,26,,28.0
002079,苏州固锝,10.71,1.52,0.0,0.0,0.0,33000018,35207.1,-0.34,0.77,28,26,,28.0
002170,芭田股份,13.87,1.17,0.0,0.0,0.0,20886003,28927.8,-0.15,0.88,28,26,,28.0
601058,赛轮轮胎,14.53,7.71,0.0,0.0,0.0,118117768,168877.4,-0.95,1.0,28,26,,28.0
605007,五洲特纸,15.66,2.22,0.0,0.0,0.0,5800880,8970.3,-1.43,0.57,28,26,,28.0
003001,中岩大地,16.75,2.13,0.0,0.0,0.0,3260958,5428.4,-0.59,1.31,28,26,,28.0
601006,大秦铁路,5.37,2.09,0.0,0.0,0.0,152114047,81100.2,-0.27,0.75,28,26,,28.0
600984,建设机械,4.0,2.3,0.0,0.0,0.0,24136200,9641.4,-3.84,1.3,28,26,,28.0
601598,中国外运,6.12,2.34,0.0,0.0,0.0,12443796,7526.6,-1.84,1.18,28,26,,28.0
603197,保隆科技,33.83,1.87,0.0,0.0,0.0,3318389,11214.4,-1.35,1.15,28,26,,28.0
000990,诚志股份,12.86,2.63,0.0,0.0,0.0,73868523,92557.5,4.75,0.89,28,26,,28.0
600926,杭州银行,17.38,2.06,0.0,0.0,0.0,25053900,43274.8,-1.18,0.93,28,26,,28.0
003013,地铁设计,13.71,2.7,0.0,0.0,0.0,3622450,4924.0,-0.22,0.74,28,26,,28.0
601688,华泰证券,19.27,2.72,0.0,0.0,0.0,139262314,268916.8,-1.22,0.85,28,26,,28.0
000680,山推股份,11.66,2.01,0.0,0.0,0.0,19297705,22450.7,0.81,0.72,28,26,,28.0
601665,齐鲁银行,6.38,1.59,0.0,0.0,0.0,36907680,23401.5,-0.29,0.73,28,26,,28.0
000582,北部湾港,11.14,2.77,0.0,0.0,0.0,36266210,40233.7,-0.59,0.95,28,26,,28.0
002415,海康威视,34.61,1.88,0.0,0.0,0.0,63388152,218383.4,0.85,0.95,28,26,,28.0
603303,得邦照明,16.47,3.19,0.0,0.0,0.0,2805232,4578.2,-0.78,0.56,28,26,,28.0
002988,豪美新材,34.86,1.99,0.0,0.0,0.0,5354400,18772.4,0.9,1.03,28,26,,28.0
603693,江苏新能,15.57,3.32,0.0,0.0,0.0,23191369,35716.5,-2.72,0.46,28,26,,28.0
600015,华夏银行,7.15,1.13,0.0,0.0,0.0,52538558,37395.4,-0.92,1.41,27,25,,27.0
603730,岱美股份,10.6,0.76,0.0,0.0,0.0,11466130,12026.1,3.18,0.97,27,25,,27.0
601607,上海医药,16.88,1.2,0.0,0.0,0.0,7525516,12686.3,-1.3,1.44,27,25,,27.0
601225,陕西煤业,25.88,1.97,0.0,0.0,0.0,41933737,107492.4,-1.46,1.39,27,25,,27.0
600999,招商证券,15.61,1.5,0.0,0.0,0.0,61233621,95823.5,-0.47,1.46,27,25,,27.0
000830,鲁西化工,17.0,1.98,0.0,0.0,0.0,30222482,50983.7,2.52,0.67,27,25,,27.0
000786,北新建材,25.16,1.37,0.0,0.0,0.0,13318520,33078.2,-1.1,1.25,27,25,,27.0
600617,国新能源,3.44,1.77,0.0,0.0,0.0,44645340,15260.3,1.93,0.94,27,25,,27.0
601098,中南传媒,11.12,1.83,0.0,0.0,0.0,8858000,9860.9,-1.34,1.26,27,25,,27.0
000966,长源电力,4.63,0.87,0.0,0.0,0.0,73763893,33989.1,1.37,0.73,27,25,,27.0
600110,诺德股份,10.63,1.43,0.0,0.0,0.0,198160370,207696.4,5.22,0.99,27,25,,27.0
002893,京能热力,10.67,2.01,0.0,0.0,0.0,8851500,9347.6,-0.95,0.71,26,24,,26.0
002558,巨人网络,32.19,2.13,0.0,0.0,0.0,54467318,175674.8,-0.7,0.92,26,24,,26.0
002596,海南瑞泽,3.52,1.73,0.0,0.0,0.0,28024630,9802.1,0.7,1.2,26,24,,26.0
603225,新凤鸣,17.58,2.57,0.0,0.0,0.0,12383892,21629.5,-0.31,0.69,26,24,,26.0
000922,佳电股份,14.39,3.3,0.0,0.0,0.0,18742340,27232.7,-0.51,0.8,26,24,,26.0
603507,振江股份,46.16,2.28,0.0,0.0,0.0,11197511,51505.7,-0.48,0.85,26,24,,26.0
002001,新 和 成,35.45,2.66,0.0,0.0,0.0,29543267,103602.7,-0.4,0.75,26,24,,26.0
603679,华体科技,14.29,2.73,0.0,0.0,0.0,8102428,11642.6,-0.04,0.9,26,24,,26.0
002441,众业达,9.68,2.98,0.0,0.0,0.0,15243824,14807.7,-0.36,0.91,26,24,,26.0
002895,川恒股份,37.29,3.27,0.0,0.0,0.0,9975366,36837.5,-0.24,0.63,26,24,,26.0
600197,伊力特,12.16,2.27,0.0,0.0,0.0,5453101,6617.2,-0.44,0.91,26,24,,26.0
002255,海陆重工,11.15,3.43,0.0,0.0,0.0,37283258,41668.4,0.3,0.76,26,24,,26.0
002208,合肥城建,12.76,1.19,0.0,0.0,0.0,23113100,29776.1,-0.43,0.64,25,23,,25.0
000573,粤宏远Ａ,4.89,1.24,0.0,0.0,0.0,19503103,9594.4,-0.25,0.82,25,23,,25.0
002685,华东重机,8.4,4.22,0.0,0.0,0.0,61764775,51296.1,-0.74,0.52,25,23,,25.0
603311,金海高科,19.43,1.89,0.0,0.0,0.0,9085100,18012.9,1.72,0.87,25,23,,25.0
002311,海大集团,48.49,4.21,0.0,0.0,0.0,13388236,64605.2,-1.41,0.97,25,23,,25.0
601368,绿城水务,4.82,1.05,0.0,0.0,0.0,4719100,2267.5,0.25,0.92,25,23,,25.0
600968,海油发展,4.31,1.17,0.0,0.0,0.0,57485364,24641.1,0.28,0.82,25,23,,25.0
600048,保利发展,6.01,3.98,0.0,0.0,0.0,188398515,113272.3,-1.33,0.9,25,23,,25.0
000553,安道麦A,6.25,0.81,0.0,0.0,0.0,6622044,4149.8,0.91,0.78,25,23,,25.0
000692,惠天热电,4.48,0.9,0.0,0.0,0.0,13716200,6120.8,1.0,0.78,25,23,,25.0
600377,宁沪高速,12.15,1.25,0.0,0.0,0.0,6581162,7979.0,-0.92,0.69,25,23,,25.0
002903,宇环数控,33.42,1.52,0.0,0.0,0.0,7505997,25176.0,1.58,0.9,25,23,,25.0
002830,名雕股份,21.68,1.26,0.0,0.0,0.0,3964800,8560.7,-0.7,0.7,25,23,,25.0
600740,山西焦化,4.27,1.43,0.0,0.0,0.0,38231343,16201.6,0.77,0.78,25,23,,25.0
600901,江苏金租,6.96,1.75,0.0,0.0,0.0,22699663,15673.9,-2.43,0.85,25,23,,25.0
603027,千禾味业,9.61,1.26,0.0,0.0,0.0,11070231,10661.2,-0.59,0.64,25,23,,25.0
002948,青岛银行,5.64,1.62,0.0,0.0,0.0,32603976,18258.8,-1.14,0.67,25,23,,25.0
600763,通策医疗,43.23,1.29,0.0,0.0,0.0,7534529,32559.0,1.28,0.69,25,23,,25.0
600395,盘江股份,5.79,1.4,0.0,0.0,0.0,28210050,16183.8,-1.04,1.0,25,23,,25.0
000937,冀中能源,5.76,1.77,0.0,0.0,0.0,19287620,11029.3,0.71,0.75,25,23,,25.0
003816,中国广核,4.69,1.51,0.0,0.0,0.0,100719980,47059.0,-0.04,0.76,25,23,,25.0
000778,新兴铸管,4.53,2.26,0.0,0.0,0.0,58676668,26370.6,-3.9,1.08,24,22,,24.0
000650,仁和药业,5.69,2.34,0.0,0.0,0.0,25418787,14552.0,-1.8,1.15,24,22,,24.0
601952,苏垦农发,9.78,0.82,0.0,0.0,0.0,12689580,12403.2,-2.51,1.11,23,21,,23.0
601198,东兴证券,12.9,1.33,0.0,0.0,0.0,17743551,22960.3,-0.62,1.03,23,21,,23.0
601881,中国银河,12.66,2.34,0.0,0.0,0.0,60861575,77059.5,-1.45,0.93,23,21,,23.0
000968,蓝焰控股,9.07,2.37,0.0,0.0,0.0,43439947,38635.0,-0.74,0.62,23,21,,23.0
600031,三一重工,20.17,3.44,0.0,0.0,0.0,114213103,229182.9,-0.84,0.82,23,21,,23.0
002416,爱施德,13.48,2.51,0.0,0.0,0.0,33928821,46214.6,-1.73,0.81,23,21,,23.0
002061,浙江交科,3.84,0.79,0.0,0.0,0.0,17798025,6818.6,-1.4,1.03,23,21,,23.0
000153,丰原药业,6.37,0.79,0.0,0.0,0.0,8243002,5256.3,-1.03,1.14,23,21,,23.0
600020,中原高速,3.76,0.8,0.0,0.0,0.0,8467636,3183.2,-1.53,1.16,23,21,,23.0
002749,国光股份,12.71,1.36,0.0,0.0,0.0,1480721,1869.8,0.16,0.71,23,21,,23.0
600428,中远海特,9.0,0.9,0.0,0.0,0.0,30065320,27193.9,-1.15,1.1,23,21,,23.0
001286,陕西能源,11.7,2.72,0.0,0.0,0.0,19361000,22388.7,-1.44,0.6,23,21,,23.0
001368,通达创智,28.98,2.04,0.0,0.0,0.0,2395300,6989.4,-0.78,0.69,23,21,,23.0
000429,粤高速Ａ,12.78,0.87,0.0,0.0,0.0,4006939,5124.5,-0.44,1.07,23,21,,23.0
002350,北京科锐,14.43,1.41,0.0,0.0,0.0,20000114,28139.4,1.31,1.0,23,21,,23.0
600125,铁龙物流,6.02,0.84,0.0,0.0,0.0,10633591,6368.8,-1.52,1.0,23,21,,23.0
002761,浙江建投,8.17,2.77,0.0,0.0,0.0,13972000,11339.9,-1.44,0.76,23,21,,23.0
600033,福建高速,3.62,0.84,0.0,0.0,0.0,12138450,4396.1,-1.05,1.01,23,21,,23.0
001366,播恩集团,15.07,2.87,0.0,0.0,0.0,6487900,9782.0,-0.6,0.44,23,21,,23.0
600673,东阳光,33.32,2.59,0.0,0.0,0.0,67105035,224145.3,-2.68,0.62,23,21,,23.0
601555,东吴证券,8.37,0.72,0.0,0.0,0.0,46766060,39327.5,0.34,0.94,23,21,,23.0
002318,久立特材,28.81,1.16,0.0,0.0,0.0,18355610,52251.5,-1.1,1.17,23,21,,23.0
600691,潞化科技,3.29,1.23,0.0,0.0,0.0,50827556,16741.3,-0.12,0.99,23,21,,23.0
000723,美锦能源,4.41,1.15,0.0,0.0,0.0,47944900,20966.2,-1.8,1.15,23,21,,23.0
000783,长江证券,7.26,1.82,0.0,0.0,0.0,67363397,49182.2,-0.81,1.16,23,21,,23.0
000951,中国重汽,22.95,1.41,0.0,0.0,0.0,17036824,38434.3,-4.97,1.48,22,20,,22.0
603678,火炬电子,35.26,1.97,0.0,0.0,0.0,12418850,43639.6,-1.29,0.83,22,20,,22.0
601939,建设银行,9.77,0.93,0.0,0.0,0.0,42216260,40921.8,-0.8,0.72,22,20,,22.0
002203,海亮股份,17.4,0.99,0.0,0.0,0.0,33979108,58247.5,-2.68,0.88,22,20,,22.0
002206,海 利 得,6.08,0.83,0.0,0.0,0.0,12986018,7944.8,-2.4,1.34,22,20,,22.0
600671,天目药业,19.49,1.14,0.0,0.0,0.0,2622800,5148.0,0.76,0.86,22,20,,22.0
603299,苏盐井神,10.93,1.02,0.0,0.0,0.0,6712304,7264.5,-2.89,1.48,22,20,,22.0
002375,亚厦股份,4.1,1.49,0.0,0.0,0.0,19751581,8172.4,-2.04,0.6,22,20,,22.0
600167,联美控股,6.82,1.34,0.0,0.0,0.0,7198700,4892.4,-0.03,0.62,22,20,,22.0
000520,凤凰航运,3.87,1.84,0.0,0.0,0.0,11402400,4400.6,-2.91,1.32,22,20,,22.0
600282,南钢股份,5.32,1.92,0.0,0.0,0.0,45060762,23824.5,-3.76,1.23,22,20,,22.0
002930,宏川智慧,12.61,1.78,0.0,0.0,0.0,7217854,9083.4,-3.85,1.28,22,20,,22.0
601000,唐山港,4.88,1.25,0.0,0.0,0.0,22615824,10976.4,-0.86,0.77,22,20,,22.0
000987,越秀资本,9.13,0.88,0.0,0.0,0.0,42147443,38613.5,-0.53,0.72,22,20,,22.0
002555,三七互娱,21.6,2.13,0.0,0.0,0.0,46742269,101584.6,-0.85,0.76,21,20,,21.0
600149,廊坊发展,6.25,0.97,0.0,0.0,0.0,21542700,13586.0,-0.42,0.72,20,19,,20.0
002135,东南网架,7.5,0.81,0.0,0.0,0.0,27902421,20949.2,-0.51,0.74,20,19,,20.0
001872,招商港口,21.98,1.43,0.0,0.0,0.0,1633400,3559.6,-0.32,0.81,20,19,,20.0
002541,鸿路钢构,20.73,7.02,0.0,0.0,0.0,9537777,19337.6,-2.01,0.73,20,19,,20.0
600674,川投能源,15.3,1.59,0.0,0.0,0.0,34670588,52857.5,0.19,0.76,20,19,,20.0
002828,贝肯能源,11.95,1.53,0.0,0.0,0.0,11227900,13361.6,0.2,0.74,20,19,,20.0
000707,双环科技,5.99,1.01,0.0,0.0,0.0,16023481,9628.4,-1.98,0.72,20,19,,20.0
600403,大有能源,5.8,1.58,0.0,0.0,0.0,14427386,8295.7,-0.7,0.81,20,19,,20.0
600004,白云机场,8.93,1.02,0.0,0.0,0.0,10250682,9134.6,-0.05,0.95,20,19,,20.0
603035,常熟汽饰,13.65,1.56,0.0,0.0,0.0,6377021,8747.1,-0.1,0.52,20,19,,20.0
000524,岭南控股,10.3,1.18,0.0,0.0,0.0,8065400,8242.5,-0.29,0.87,20,19,,20.0
002309,中利集团,4.27,2.64,0.0,0.0,0.0,293140400,126549.9,-1.7,0.58,18,17,,18.0
603173,福斯达,39.62,2.7,0.0,0.0,0.0,1968400,7600.7,-3.7,0.85,18,17,,18.0
000425,徐工机械,10.0,2.99,0.0,0.0,0.0,93539470,92978.1,-1.6,0.91,18,17,,18.0
600863,华能蒙电,4.6,0.88,0.0,0.0,0.0,52267000,23893.0,-2.94,1.04,18,17,,18.0
002043,兔 宝 宝,13.96,2.65,0.0,0.0,0.0,5645600,7819.9,-2.03,0.94,18,17,,18.0
002547,春兴精工,3.18,0.95,0.0,0.0,0.0,48420850,15554.7,-2.36,1.08,18,17,,18.0
605196,华通线缆,43.96,2.5,0.0,0.0,0.0,9219600,40632.0,-1.65,0.72,18,17,,18.0
002034,旺能环境,17.89,1.71,0.0,0.0,0.0,16256744,28469.8,-3.89,1.16,18,17,,18.0
600619,海立股份,17.58,2.21,0.0,0.0,0.0,25959517,45427.4,-1.47,0.72,18,17,,18.0
002112,三变科技,20.15,2.23,0.0,0.0,0.0,19252922,38654.6,-4.2,0.96,18,17,,18.0
603189,网达软件,12.83,3.38,0.0,0.0,0.0,15807992,19957.0,-3.99,0.73,18,17,,18.0
603565,中谷物流,10.87,3.42,0.0,0.0,0.0,14956023,16051.0,-7.2,0.67,18,17,,18.0
002517,恺英网络,17.46,2.46,0.0,0.0,0.0,51243693,89184.2,-1.66,0.71,18,17,,18.0
002221,东华能源,7.9,2.46,0.0,0.0,0.0,15013895,11837.3,-4.08,0.66,18,17,,18.0
600668,尖峰集团,11.13,2.49,0.0,0.0,0.0,12931826,14263.8,-3.33,0.68,18,17,,18.0
601900,南方传媒,12.66,3.09,0.0,0.0,0.0,10644940,13465.4,-5.23,0.87,18,17,,18.0
601377,兴业证券,5.91,0.85,0.0,0.0,0.0,69141385,41014.1,-0.98,0.81,17,16,,17.0
000998,隆平高科,9.7,0.73,0.0,0.0,0.0,14409620,13929.7,-0.72,0.77,17,16,,17.0
000157,中联重科,8.08,1.89,0.0,0.0,0.0,79913634,64411.3,-1.25,0.93,17,16,,17.0
000876,新 希 望,8.64,1.53,0.0,0.0,0.0,30017631,25780.0,-1.53,0.64,17,16,,17.0
002984,森麒麟,17.6,1.5,0.0,0.0,0.0,10768473,18971.0,-1.08,0.7,17,16,,17.0
001979,招商蛇口,8.57,1.18,0.0,0.0,0.0,33520006,28828.5,-0.82,0.97,17,16,,17.0
002982,湘佳股份,14.08,0.86,0.0,0.0,0.0,5892763,8293.3,-3.78,0.54,17,16,,17.0
600886,国投电力,13.51,0.82,0.0,0.0,0.0,23869619,32107.9,-0.68,0.78,17,16,,17.0
002039,黔源电力,20.63,0.78,0.0,0.0,0.0,7578497,15628.1,-3.81,0.51,17,16,,17.0
601179,中国西电,17.12,1.18,0.0,0.0,0.0,178952057,302061.0,-3.85,0.6,17,16,,17.0
003027,同兴科技,24.41,1.88,0.0,0.0,0.0,11651078,28798.3,-2.48,0.69,17,16,,17.0
603590,康辰药业,36.08,0.84,0.0,0.0,0.0,4174300,15451.6,-0.97,0.77,17,16,,17.0
600800,渤海化学,4.63,0.87,0.0,0.0,0.0,39337259,18353.2,-4.3,0.74,17,16,,17.0
601059,信达证券,16.79,1.21,0.0,0.0,0.0,7083622,11878.3,-0.67,0.89,17,16,,17.0
600548,深高速,9.02,0.78,0.0,0.0,0.0,1111600,999.7,-1.58,0.65,17,16,,17.0
000863,三湘印象,4.59,1.55,0.0,0.0,0.0,23287813,10634.5,-0.7,0.61,17,16,,17.0
600019,宝钢股份,6.36,1.11,0.0,0.0,0.0,64602052,40988.2,-0.76,0.81,17,16,,17.0
601066,中信建投,21.73,1.4,0.0,0.0,0.0,12992270,28365.0,-0.83,0.72,17,16,,17.0
600962,国投中鲁,21.08,1.35,0.0,0.0,0.0,4823300,10248.2,-2.31,0.58,17,16,,17.0
600827,百联股份,8.21,1.11,0.0,0.0,0.0,12171888,9989.4,-0.15,0.71,17,16,,17.0
601200,上海环境,8.19,1.74,0.0,0.0,0.0,10718927,8728.2,-0.62,0.73,17,16,,17.0
000166,申万宏源,4.67,1.08,0.0,0.0,0.0,80663283,37722.4,-0.82,0.85,17,16,,17.0
600094,大名城,4.67,1.52,0.0,0.0,0.0,18807400,8805.7,-2.58,0.88,17,16,,17.0
000498,山东路桥,5.76,1.05,0.0,0.0,0.0,10107633,5772.3,-1.01,0.8,17,16,,17.0
601901,方正证券,7.05,1.29,0.0,0.0,0.0,60650213,42745.2,-0.46,0.86,17,16,,17.0
603858,步长制药,16.47,1.67,0.0,0.0,0.0,5858782,9676.8,-1.24,0.94,17,16,,17.0
601326,秦港股份,3.51,1.15,0.0,0.0,0.0,13506000,4718.5,-1.7,0.92,17,16,,17.0
601236,红塔证券,7.65,0.92,0.0,0.0,0.0,12845891,9870.1,-1.02,0.96,17,16,,17.0
000969,安泰科技,20.87,0.97,0.0,0.0,0.0,23796676,50599.1,-3.2,0.63,17,16,,17.0
600269,赣粤高速,4.4,0.92,0.0,0.0,0.0,12041700,5273.9,-1.45,0.95,17,16,,17.0
000571,新大洲A,5.65,0.89,0.0,0.0,0.0,11685562,6622.6,-4.86,0.66,17,16,,17.0
600717,天津港,4.51,0.9,0.0,0.0,0.0,11188108,5033.4,-0.67,0.94,17,16,,17.0
002062,宏润建设,8.85,1.61,0.0,0.0,0.0,26129198,23315.3,-3.97,0.59,17,16,,17.0
000959,首钢股份,4.48,0.9,0.0,0.0,0.0,26885609,11935.8,-1.11,0.85,17,16,,17.0
603172,万丰股份,21.24,0.9,0.0,0.0,0.0,2118700,4515.1,-0.23,0.69,17,16,,17.0
002128,电投能源,32.19,1.07,0.0,0.0,0.0,10151935,32336.7,-2.9,1.0,15,14,,15.0
000911,广农糖业,6.05,1.85,0.0,0.0,0.0,11892501,7187.1,-1.03,0.68,12,11,,12.0
603909,建发合诚,11.97,1.79,0.0,0.0,0.0,6136654,7376.5,-2.84,0.55,12,11,,12.0
603737,三棵树,43.75,0.85,0.0,0.0,0.0,4138961,18248.3,-4.06,0.8,12,11,,12.0
600515,海南机场,3.54,1.72,0.0,0.0,0.0,141345034,50354.1,-0.11,0.84,12,11,,12.0
600230,沧州大化,19.15,1.27,0.0,0.0,0.0,8995791,17162.9,-1.5,0.75,12,11,,12.0
600764,中国海防,24.05,1.05,0.0,0.0,0.0,7579423,18449.9,-2.13,0.91,12,11,,12.0
000950,重药控股,5.94,1.02,0.0,0.0,0.0,28664725,17033.1,-1.84,0.72,12,11,,12.0
603777,来伊份,15.52,0.78,0.0,0.0,0.0,10420100,16186.6,-1.72,0.88,12,11,,12.0
002714,牧原股份,42.8,1.28,0.0,0.0,0.0,28014693,119128.8,-3.56,0.99,12,11,,12.0
002788,鹭燕医药,13.99,1.01,0.0,0.0,0.0,32092066,45380.2,-2.19,0.53,12,11,,12.0
603269,海鸥股份,14.81,1.65,0.0,0.0,0.0,14202890,21154.5,-3.46,0.57,12,11,,12.0
000048,京基智农,14.12,1.29,0.0,0.0,0.0,9088842,12835.9,-3.81,1.0,12,11,,12.0
002993,奥海科技,46.33,0.98,0.0,0.0,0.0,6434000,29747.0,-3.55,0.6,12,11,,12.0
002797,第一创业,7.41,1.23,0.0,0.0,0.0,152188054,113360.7,-4.64,0.97,12,11,,12.0
000702,正虹科技,6.8,0.89,0.0,0.0,0.0,6727055,4569.7,-0.77,0.63,12,11,,12.0
002163,海南发展,12.15,1.84,0.0,0.0,0.0,49464313,61004.8,-2.88,0.76,12,11,,12.0
603049,中策橡胶,49.14,1.97,0.0,0.0,0.0,3334721,16260.8,-1.54,0.96,12,11,,12.0
605086,龙高股份,31.44,0.93,0.0,0.0,0.0,1871120,5820.9,-4.69,0.75,12,11,,12.0
001201,东瑞股份,12.86,1.58,0.0,0.0,0.0,4278760,5477.7,-2.18,0.69,12,11,,12.0
600262,北方股份,23.27,1.22,0.0,0.0,0.0,8835128,20736.3,-4.01,0.54,12,11,,12.0
600751,海航科技,3.71,0.81,0.0,0.0,0.0,33612200,12568.8,-1.02,0.83,12,11,,12.0
600089,特变电工,26.76,0.91,0.0,0.0,0.0,124140295,329684.1,-2.64,0.83,12,11,,12.0
000815,美利云,20.0,1.83,0.0,0.0,0.0,69291496,137906.2,-2.95,0.73,12,11,,12.0
